,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
758,2016-08-29,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,"I am writing to file a complaint against TransUnion Credit Reporting Agency. I submitted a request twice for investigation XXXX XXXX XXXX account ( Acct Number # XXXX ) from my credit. I submitted enough information and TransUnion to carry out a reasonable investigation of my dispute. 
They did not investigate properly instead they used XXXX system. I submitted a letter from origin creditor in which stated that he will remove the account from third-party collections and instruct the collection agency to delete any negative information reported to my credit report file relating to this account. But TransUnion did not investigate this account thoroughly enough and keeps this account in my credit file. 
It is at this time that I will point out that in XXXX v TransUnion, XXXX v. XXXX ( XXXX ), and XXXX v. XXXX, XXXX, et al, the courts ruled each and every time that the CRA could n't merely "" parrot '' information from the creditors and collection agencies ... that they have to conduct an independent REASONABLE investigation to ensure the validity of the debt and the honesty/integrity of the creditor/CA in question. Sending out a generic form through the XXXX system that does not even contain my reasons for the dispute is not reasonable. 
I may suffer damages because I rely on an accurate and complete statement of my credit record and demand that TransUnion remove the disputed items from my report immediately as They failed to comply with the law. Transunion Credit Reporting Agency must pay up {$1000.00} fine for violation of the Fair Credit Reporting Act. 
I am requesting your assistance in putting an end to this matter.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",GA,300XX,,Consent provided,Web,2016-08-29,Closed with explanation,Yes,Yes,2085635
759,2015-10-22,Credit card,,Delinquent account,,"Paypal is reporting inaccurate information on my credit report as to late payments from a credit card I had with them which is negatively effecting my credit. I have tried to dispute via the credit agencies in which Paypal is ignoring. I even contacted Paypal but they have yet to make any changes as they are looking into it. This is for a credit card that had a credit limit of {$500.00} and was opened in XXXX. 
",,Synchrony Financial,IL,601XX,,Consent provided,Web,2015-10-26,Closed with explanation,Yes,Yes,1619568
760,2014-07-01,Credit card,,Transaction issue,,,,Capital One,FL,33073,,,Web,2014-07-01,Closed with explanation,Yes,Yes,919691
761,2014-01-08,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,NJ,07060,Older American,,Phone,2014-01-09,Closed with explanation,Yes,Yes,659209
762,2012-06-13,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Sterling Home Loans Inc,CA,90280,,,Web,2012-10-04,Closed with explanation,Yes,Yes,100833
763,2016-04-06,Bank account or service,Savings account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,CA,93722,,,Phone,2016-04-06,Closed with explanation,Yes,Yes,1866278
764,2016-01-20,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,75077,Older American,,Referral,2016-02-03,Closed with explanation,Yes,Yes,1749571
765,2013-08-17,Student loan,Non-federal student loan,Getting a loan,Getting a loan,,,Wells Fargo & Company,GA,30188,,,Web,2013-08-19,Closed with explanation,Yes,Yes,494580
766,2014-09-09,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",AR,71913,,,Postal mail,2014-09-29,Closed with explanation,Yes,Yes,1020336
767,2013-12-19,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,WI,53150,,,Web,2013-12-19,Closed with explanation,Yes,Yes,638198
768,2015-07-16,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,Company chooses not to provide a public response,Citibank,DC,20020,,Consent not provided,Web,2015-07-16,Closed with explanation,Yes,Yes,1472468
769,2012-03-24,Credit card,,Credit reporting,,,,Citibank,CA,94590,,,Web,2012-03-26,Closed without relief,Yes,Yes,40583
770,2016-08-23,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,"Prestige Financial Services, Inc.",TX,786XX,,,Web,2016-08-25,Closed with explanation,Yes,Yes,2077773
771,2015-05-29,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Statebridge Company,CT,06492,,Consent not provided,Web,2015-06-03,Closed with explanation,Yes,Yes,1397243
772,2013-05-07,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,CA,92507,Older American,,Web,2013-05-10,Closed with monetary relief,Yes,Yes,403051
773,2014-01-07,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,TX,77957,,,Phone,2014-01-10,Closed with explanation,Yes,Yes,657433
774,2014-09-18,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo & Company,CA,94703,,,Web,2014-09-22,Closed with non-monetary relief,Yes,Yes,1035640
775,2015-02-09,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"GLA Collection Company, Inc.",KY,41562,,,Web,2015-02-09,Closed with explanation,No,Yes,1230836
776,2015-10-12,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Navient Solutions, Inc.",NY,10473,,Consent not provided,Web,2015-10-12,Closed with explanation,Yes,Yes,1603006
777,2014-02-11,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"Fidelity National Information Services, Inc. (FNIS)",CA,95821,,,Web,2014-02-10,Closed with explanation,Yes,Yes,708153
778,2013-08-29,Credit card,,APR or interest rate,,,,JPMorgan Chase & Co.,NY,10014,,,Web,2013-08-28,Closed with explanation,Yes,Yes,508846
779,2014-06-02,Credit reporting,,Incorrect information on credit report,Personal information,,,"TransUnion Intermediate Holdings, Inc.",VA,22303,,,Web,2014-06-02,Closed with non-monetary relief,Yes,Yes,877609
780,2013-03-29,Bank account or service,Checking account,Problems caused by my funds being low,,,,BB&T Financial,WV,25159,,,Web,2013-04-02,Closed with monetary relief,Yes,Yes,369487
781,2012-08-08,Mortgage,Second mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,18042,,,Referral,2012-08-13,Closed with non-monetary relief,Yes,Yes,132102
782,2016-01-06,Consumer Loan,Installment loan,Problems when you are unable to pay,,"XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX, XXXX, XXXX, Louisiana and XXXX Reference : Retirement Benefits Claim Number XXXX XXXX XXXX XXXX : Office of Personnel Management Debtor : Small Business Administration. 

The Department of Treasury have sent notice to XXXX XXXX XXXX to collect {$260.00} monthly. However, my pension was delayed for approximately XXXX which made me fall behind in payments. I have contact OPM on several occasions. It appears the Agency will not address this issue or provide adequate reasons why benefit was being delayed. I am requesting an investigation to resolve this matter. 
Tin Number : XXXX Top Trace Num : XXXX Acct Num : XXXX I truly believe retirement-benefit provisions are complicated and may involve a series of miscalculations that are not clear or easy to understand. 
",Company chooses not to provide a public response,"Navient Solutions, Inc.",LA,703XX,,Consent provided,Web,2016-02-03,Closed with explanation,Yes,Yes,1729926
783,2016-09-07,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,FL,33417,,,Web,2016-09-07,Closed with explanation,Yes,Yes,2098399
784,2013-01-24,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MI,49045,Servicemember,,Web,2013-01-24,Closed with explanation,Yes,Yes,259065
785,2015-09-05,Credit card,,Other,,,Company chooses not to provide a public response,Bank of America,OH,45224,,Consent not provided,Web,2015-09-05,Closed with explanation,Yes,Yes,1553650
786,2012-05-01,Credit card,,Collection practices,,,,Citibank,AL,35242,,,Web,2012-05-04,Closed without relief,Yes,Yes,68998
787,2015-04-29,Credit card,,Billing disputes,,,,Discover,FL,33028,Older American,,Referral,2015-05-01,Closed with explanation,Yes,Yes,1352633
788,2016-01-30,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,WA,98284,,Consent not provided,Web,2016-01-30,Closed with explanation,Yes,Yes,1763671
789,2016-07-22,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,I have a debt on my credit report who I do not recognize. I received some phone calls for a collection agency treated me of jail and legal action against me and my family. I want this company to stop harassing me and stop calling me I am on the do not call list they even call my cellphone number.,,"Portfolio Recovery Associates, Inc.",FL,337XX,,Consent provided,Web,2016-07-22,Closed with non-monetary relief,Yes,Yes,2026494
790,2015-01-29,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,LA,70785,,,Web,2015-01-29,Closed with non-monetary relief,Yes,Yes,1216465
791,2013-01-13,Bank account or service,Checking account,Deposits and withdrawals,,,,Capital One,NY,11238,,,Web,2013-01-15,Closed with monetary relief,Yes,Yes,229727
792,2016-02-12,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,TX,78208,,,Referral,2016-02-17,Closed with explanation,Yes,Yes,1785781
793,2015-09-16,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Seized/Attempted to seize property,,Company believes it acted appropriately as authorized by contract or law,"G&P Enterprises, LLC",CA,956XX,,Other,Web,2015-09-16,Closed with explanation,Yes,Yes,1567401
794,2014-09-23,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",WV,26301,,,Web,2014-09-23,Closed with explanation,Yes,Yes,1040273
795,2013-09-16,Credit card,,Transaction issue,,,,Wells Fargo & Company,WA,99005,,,Web,2013-09-17,Closed with explanation,Yes,Yes,529076
